,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Neighborhood,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,TotRms AbvGrd,Functional,Garage Type,Paved Drive,Wood Deck SF,Sale Type,SalePrice,Overall Qual Cond,Exter Qual Cond,Bsmt,Kitchen and Qual,Fireplaces and Qual,Garage,Porch total,Age,HeatingMod
885,30,RL,65.0,7898,Pave,None,NAmes,1994,MetalSd,MetalSd,None,0.0,BrkTil,985,0,0,985,0.0,1.0,1,4,8,Detchd,N,0,WD ,105000,28,9,10368.0,3,0,12168.0,0,90,1.2099925470761408
886,60,RL,57.0,21872,Pave,None,Gilbert,1997,HdBoard,HdBoard,None,0.0,PConc,729,717,0,1446,0.0,1.0,2,6,8,Attchd,Y,264,WD ,175000,35,9,44616.0,3,3,7308.0,22,12,1.512490683845176
887,60,RL,83.0,10005,Pave,None,ClearCr,1977,Plywood,Plywood,BrkFace,299.0,CBlock,1156,866,0,2022,0.0,0.0,2,8,8,Attchd,Y,288,WD ,192000,35,9,24704.0,3,3,27270.0,117,31,1.512490683845176
888,60,RL,41.0,12393,Pave,None,CollgCr,2005,VinylSd,VinylSd,None,0.0,PConc,847,1101,0,1948,0.0,0.0,2,8,8,BuiltIn,Y,100,WD ,195000,35,12,20328.0,4,4,23436.0,48,2,1.512490683845176
889,60,FV,75.0,9000,Pave,None,Somerst,2008,VinylSd,VinylSd,None,0.0,PConc,786,804,0,1590,0.0,0.0,2,6,8,Attchd,Y,0,WD ,210000,40,12,18432.0,4,0,24336.0,30,1,1.512490683845176
890,60,RL,63.0,7875,Pave,None,Gilbert,2003,VinylSd,VinylSd,BrkFace,16.0,PConc,847,1101,0,1948,0.0,0.0,2,8,8,BuiltIn,Y,0,WD ,211000,35,12,20328.0,4,4,23436.0,48,4,1.512490683845176
891,50,RM,50.0,6000,Pave,None,BrkSide,1950,MetalSd,MetalSd,None,0.0,BrkTil,757,567,0,1324,0.0,0.0,1,6,8,Detchd,Y,0,WD ,128000,24,9,8736.0,3,0,2160.0,0,73,0.9074944103071056
892,20,RL,100.0,10175,Pave,None,NAmes,1964,HdBoard,Plywood,BrkFace,272.0,CBlock,1425,0,0,1425,0.0,0.0,2,7,8,Attchd,Y,0,WD ,180500,30,9,23200.0,3,4,20736.0,407,44,1.2099925470761408
893,190,RM,85.0,13600,Pave,Grvl,OldTown,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,1422,915,0,2337,0.0,0.0,2,10,6,Detchd,Y,0,WD ,90000,25,9,11916.0,6,0,10080.0,57,107,0.9074944103071056
894,45,RL,85.0,12172,Pave,None,NAmes,1996,Wd Sdng,HdBoard,None,0.0,PConc,908,0,0,908,0.0,0.0,1,4,8,Attchd,Y,284,WD ,138500,35,9,12332.0,3,0,9216.0,216,67,0.9074944103071056
895,60,RL,65.0,10237,Pave,None,Gilbert,2006,VinylSd,VinylSd,None,0.0,PConc,738,754,0,1492,0.0,0.0,2,8,8,Attchd,Y,0,New,169985,35,12,17712.0,4,0,23760.0,32,0,1.512490683845176
896,20,RL,70.0,7000,Pave,None,NAmes,1961,BrkFace,BrkFace,None,0.0,CBlock,1150,0,0,1150,0.0,0.0,1,6,8,Attchd,Y,0,WD ,146000,20,9,18357.0,3,0,5184.0,162,45,0.9074944103071056
897,60,RL,59.0,11228,Pave,None,SawyerW,1993,VinylSd,VinylSd,None,0.0,PConc,1080,1017,0,2097,0.0,1.0,2,9,8,Attchd,Y,196,WD ,228000,35,12,22334.0,4,3,18306.0,187,15,1.512490683845176
898,20,RL,80.0,8000,Pave,None,NAmes,1959,BrkFace,Wd Sdng,None,0.0,PConc,1256,0,0,1256,1.0,0.0,1,6,8,Attchd,Y,0,WD ,159000,30,9,17300.0,4,0,5598.0,240,49,1.2099925470761408
899,60,FV,84.0,10728,Pave,None,Somerst,2006,VinylSd,VinylSd,None,0.0,PConc,1095,844,0,1939,0.0,0.0,2,8,8,Attchd,Y,192,New,266000,40,12,52560.0,4,4,56862.0,51,0,1.2099925470761408
900,50,RM,50.0,6000,Pave,None,OldTown,1950,MetalSd,MetalSd,BrkFace,145.0,PConc,816,750,0,1566,0.0,0.0,1,7,8,Detchd,Y,24,WD ,139000,35,12,14688.0,4,0,8100.0,0,82,1.512490683845176
901,190,RL,56.0,6931,Pave,None,Edwards,1955,Wd Sdng,Wd Sdng,None,0.0,CBlock,784,0,0,784,1.0,0.0,1,4,8,,Y,112,WD ,91900,20,9,25088.0,3,0,0.0,0,53,0.9074944103071056
902,20,RL,73.0,8760,Pave,None,CollgCr,2006,VinylSd,VinylSd,BrkFace,132.0,PConc,1500,0,0,1500,0.0,0.0,2,7,8,Attchd,Y,144,WD ,212999,40,12,35520.0,4,4,24264.0,38,1,1.512490683845176
903,20,RL,98.0,16033,Pave,None,NridgHt,2005,VinylSd,VinylSd,BrkFace,378.0,PConc,1850,0,0,1850,1.0,0.0,2,8,8,Attchd,Y,519,WD ,326000,45,12,151866.0,4,4,62532.0,112,2,1.512490683845176
904,60,RL,80.0,9024,Pave,None,Gilbert,2004,VinylSd,VinylSd,None,0.0,PConc,813,702,0,1515,0.0,0.0,2,8,8,Attchd,Y,0,WD ,179000,30,12,18936.0,4,4,21222.0,75,4,1.512490683845176
905,20,RL,74.0,11563,Pave,None,Timber,2007,VinylSd,VinylSd,Stone,258.0,PConc,1537,0,0,1537,1.0,0.0,2,8,8,Attchd,Y,0,WD ,294000,40,12,126216.0,4,0,63828.0,26,2,1.512490683845176
906,160,RM,21.0,1680,Pave,None,BrDale,1972,HdBoard,HdBoard,BrkFace,425.0,CBlock,483,504,0,987,1.0,0.0,1,5,8,Detchd,Y,0,WD ,97000,36,9,5976.0,3,0,2592.0,0,37,0.9074944103071056
907,60,RL,73.0,8760,Pave,None,CollgCr,2006,VinylSd,VinylSd,None,0.0,PConc,1391,571,0,1962,0.0,0.0,2,7,8,Attchd,Y,0,New,239799,35,12,76960.0,4,0,46872.0,90,0,1.512490683845176
908,20,RL,80.0,9600,Pave,None,NAmes,1990,WdShing,Wd Shng,None,0.0,CBlock,1433,0,0,1433,1.0,0.0,1,7,7,Attchd,Y,144,WD ,161000,30,9,32226.0,3,4,7938.0,0,45,0.9074944103071056
909,120,RM,37.0,4435,Pave,None,CollgCr,2003,VinylSd,VinylSd,BrkFace,170.0,PConc,848,0,0,848,1.0,0.0,1,3,8,Attchd,Y,140,WD ,136500,30,12,40476.0,4,0,22680.0,0,5,1.512490683845176
910,160,RM,21.0,1680,Pave,None,BrDale,2007,HdBoard,HdBoard,BrkFace,510.0,CBlock,483,504,0,987,0.0,0.0,1,5,8,Detchd,Y,250,WD ,118000,48,9,8046.0,4,0,2376.0,0,37,1.2099925470761408
911,20,RL,69.0,7599,Pave,None,Mitchel,2006,HdBoard,Plywood,None,0.0,CBlock,845,0,0,845,1.0,0.0,1,4,8,Detchd,Y,0,WD ,129500,24,9,12950.0,3,0,6480.0,0,25,0.9074944103071056
912,50,RL,55.0,7264,Pave,None,BrkSide,2007,Wd Sdng,Wd Sdng,None,0.0,BrkTil,952,596,0,1548,0.0,0.0,2,5,8,Detchd,Y,74,WD ,205000,49,16,17136.0,5,0,12096.0,144,84,1.0064465129573985
914,20,RL,91.0,11825,Pave,None,NridgHt,2007,CemntBd,CmentBd,Stone,302.0,PConc,1694,0,0,1694,0.0,0.0,2,7,8,Attchd,Y,0,New,322400,40,12,101640.0,4,4,46224.0,112,1,1.512490683845176
915,20,RL,85.0,10200,Pave,None,CollgCr,2007,VinylSd,VinylSd,BrkFace,180.0,PConc,1602,0,0,1602,1.0,0.0,2,7,8,Attchd,Y,0,WD ,293200,40,12,69276.0,4,4,43740.0,243,2,1.512490683845176
916,120,RL,63.0,8849,Pave,None,NridgHt,2005,MetalSd,MetalSd,BrkFace,616.0,PConc,1684,0,0,1684,0.0,0.0,2,6,8,Attchd,Y,495,WD ,266000,45,15,50268.0,5,5,20304.0,72,3,1.512490683845176
917,60,RL,70.0,11184,Pave,None,Sawyer,1978,HdBoard,HdBoard,BrkFace,92.0,CBlock,918,765,0,1683,0.0,0.0,2,7,8,Attchd,Y,243,WD ,172500,30,9,11942.0,3,3,15840.0,0,31,1.2099925470761408
918,50,RM,98.0,8820,Pave,None,OldTown,1996,VinylSd,VinylSd,None,0.0,BrkTil,1188,561,120,1869,0.0,0.0,1,7,8,Detchd,Y,48,WD ,124900,30,9,11968.0,3,0,8208.0,0,119,0.9074944103071056
919,30,RL,0.0,6615,Pave,None,BrkSide,1950,MetalSd,MetalSd,None,0.0,BrkTil,1432,0,0,1432,0.0,0.0,1,6,8,BuiltIn,Y,266,WD ,149000,36,9,18396.0,4,4,1296.0,61,86,0.9074944103071056
920,20,RL,65.0,8773,Pave,None,CollgCr,2004,VinylSd,VinylSd,BrkFace,98.0,PConc,1414,0,0,1414,0.0,0.0,2,6,8,Attchd,Y,132,WD ,185500,35,12,101088.0,4,0,17784.0,105,6,1.512490683845176
921,20,RL,0.0,11088,Pave,None,CollgCr,2002,Stucco,Stucco,None,0.0,PConc,1358,0,0,1358,1.0,0.0,1,5,8,Attchd,Y,68,WD ,220000,40,12,27120.0,4,3,7524.0,166,4,1.512490683845176
922,20,RL,76.0,9158,Pave,None,Somerst,2007,CemntBd,CmentBd,Stone,140.0,PConc,1496,0,0,1496,0.0,0.0,2,7,8,Attchd,Y,168,New,225000,40,12,107712.0,4,0,25596.0,130,0,1.512490683845176
923,20,RL,57.0,8280,Pave,None,NAmes,1950,BrkFace,BrkFace,None,0.0,CBlock,932,0,0,932,0.0,0.0,1,4,8,Attchd,Y,0,WD ,124000,30,9,16776.0,4,4,2754.0,0,57,1.512490683845176
924,90,RL,60.0,8544,Pave,None,NAmes,1950,BrkFace,BrkFace,None,0.0,Slab,1040,0,0,1040,0.0,0.0,2,6,8,Detchd,Y,0,WD ,92900,12,9,0.0,6,0,7200.0,0,59,0.25664302916761955
925,30,RM,50.0,8635,Pave,None,BrkSide,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,1072,0,0,1072,1.0,0.0,1,5,8,Detchd,P,0,WD ,126500,25,6,18358.0,3,0,35520.0,0,84,0.9074944103071056
926,20,RL,0.0,12735,Pave,None,NAmes,1972,MetalSd,MetalSd,None,0.0,CBlock,864,0,0,864,0.0,0.0,1,5,8,Detchd,Y,216,COD,111250,20,9,12552.0,3,0,10368.0,0,36,0.9074944103071056
927,60,RL,0.0,11000,Pave,None,NoRidge,2000,VinylSd,VinylSd,BrkFace,72.0,PConc,997,1288,0,2285,0.0,0.0,2,8,8,BuiltIn,Y,0,WD ,248000,40,12,23256.0,4,3,52488.0,56,7,1.512490683845176
928,20,RL,69.0,7590,Pave,None,NAmes,1963,Wd Sdng,Wd Sdng,None,0.0,CBlock,1117,0,0,1117,0.0,0.0,1,6,8,Attchd,Y,0,COD,136870,25,9,20106.0,3,0,2376.0,0,45,1.512490683845176
929,120,RM,37.0,4435,Pave,None,CollgCr,2003,VinylSd,VinylSd,BrkFace,170.0,PConc,848,0,0,848,1.0,0.0,1,4,8,Attchd,Y,140,WD ,133000,30,12,39546.0,4,0,22680.0,0,3,1.512490683845176
930,20,RL,72.0,10152,Pave,None,NAmes,1956,MetalSd,MetalSd,BrkFace,120.0,CBlock,1048,0,0,1048,1.0,0.0,1,6,8,Attchd,Y,0,WD ,135000,25,9,15934.0,3,0,2574.0,212,51,0.9074944103071056
931,20,RL,68.0,10295,Pave,None,NAmes,1969,HdBoard,HdBoard,BrkFace,72.0,CBlock,936,0,0,936,0.0,0.0,1,4,8,Attchd,Y,16,COD,111900,24,9,39636.0,3,0,2592.0,0,39,0.9074944103071056
932,20,RL,70.0,7763,Pave,None,NAmes,1980,MetalSd,MetalSd,None,0.0,CBlock,1283,0,0,1283,1.0,0.0,1,6,8,Detchd,Y,0,WD ,140000,35,12,13194.0,3,0,9108.0,0,46,0.9074944103071056
933,50,RL,80.0,17120,Pave,None,ClearCr,1959,WdShing,Plywood,None,0.0,CBlock,1120,468,0,1588,0.0,0.0,2,7,6,Detchd,N,0,WD ,134432,16,9,0.0,3,4,36720.0,59,49,0.9074944103071056
934,20,RL,81.0,13870,Pave,None,StoneBr,2007,CemntBd,CmentBd,BrkFace,250.0,PConc,2042,0,0,2042,1.0,0.0,2,8,8,Attchd,Y,240,New,455000,50,15,146832.0,5,4,58644.0,226,1,1.512490683845176
935,60,RL,92.0,10120,Pave,None,NoRidge,1994,VinylSd,VinylSd,BrkFace,391.0,PConc,1203,1323,0,2526,1.0,0.0,2,8,8,Attchd,Y,309,WD ,290000,40,12,23520.0,4,3,45576.0,78,12,1.512490683845176
936,60,RL,47.0,10820,Pave,None,CollgCr,1999,VinylSd,VinylSd,None,0.0,PConc,988,885,0,1873,0.0,0.0,2,7,8,Attchd,Y,202,WD ,235500,35,12,80484.0,4,3,21492.0,123,8,1.512490683845176
937,50,RM,60.0,9600,Pave,Grvl,OldTown,2004,Wd Sdng,Wd Sdng,None,0.0,BrkTil,940,476,0,1416,0.0,1.0,1,7,8,Detchd,Y,0,WD ,156500,48,9,11754.0,4,0,7200.0,24,106,1.512490683845176
938,60,RL,0.0,8121,Pave,None,Gilbert,2000,VinylSd,VinylSd,None,0.0,PConc,953,711,0,1664,0.0,0.0,2,7,8,Attchd,Y,100,WD ,172400,30,9,22872.0,3,3,16560.0,40,6,1.512490683845176
940,20,RL,121.0,13758,Pave,None,NridgHt,2006,VinylSd,VinylSd,BrkFace,430.0,PConc,1792,0,0,1792,1.0,0.0,2,6,8,Attchd,Y,204,New,372397,45,15,148512.0,4,4,49950.0,49,1,1.512490683845176
941,60,RL,0.0,9771,Pave,None,SawyerW,2002,HdBoard,HdBoard,BrkFace,190.0,PConc,1093,1721,0,2814,0.0,1.0,2,9,8,BuiltIn,Y,48,WD ,260000,30,12,18058.0,4,3,33156.0,248,13,1.512490683845176
942,30,RM,50.0,9000,Pave,None,IDOTRR,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,819,0,0,819,0.0,0.0,1,4,8,,N,0,WD ,72000,20,9,10980.0,4,0,0.0,0,87,1.512490683845176
943,190,RM,60.0,10320,Pave,Grvl,IDOTRR,1950,AsphShn,AsphShn,None,0.0,PConc,808,536,0,1344,0.0,0.0,2,8,8,,N,42,WD ,82375,9,4,6432.0,6,0,0.0,0,93,1.512490683845176
944,80,RL,0.0,10448,Pave,None,NWAmes,1972,HdBoard,HdBoard,BrkFace,333.0,CBlock,1378,741,0,2119,0.0,0.0,2,7,8,Attchd,Y,0,COD,158000,36,9,12402.0,3,3,20988.0,104,37,0.9074944103071056
945,50,RM,50.0,8635,Pave,None,BrkSide,2001,Wd Sdng,Wd Sdng,None,0.0,CBlock,1072,213,0,1285,1.0,0.0,1,6,7,Detchd,Y,0,WD ,127000,25,9,10293.0,3,0,2160.0,0,60,0.9074944103071056
946,20,RL,83.0,11980,Pave,None,SawyerW,1987,Plywood,Plywood,BrkFace,177.0,CBlock,1433,0,0,1433,1.0,0.0,1,4,8,Attchd,Y,0,WD ,270000,35,12,77382.0,4,6,33792.0,544,23,1.512490683845176
947,50,RL,79.0,12327,Pave,None,SawyerW,2009,Wd Sdng,Wd Sdng,None,0.0,CBlock,1496,636,0,2132,1.0,0.0,1,5,6,BuiltIn,Y,349,WD ,316600,64,12,83094.0,4,4,44064.0,40,26,1.512490683845176
948,80,RL,124.0,11512,Pave,None,Edwards,2006,Plywood,Plywood,BrkFace,84.0,CBlock,1357,0,0,1357,1.0,0.0,1,5,8,Basment,Y,0,WD ,177000,42,9,39208.0,5,4,5616.0,163,49,1.2099925470761408
949,20,RL,90.0,14684,Pave,None,SawyerW,1991,HdBoard,HdBoard,BrkFace,234.0,CBlock,2196,0,0,2196,0.0,0.0,2,7,8,Attchd,Y,84,WD ,271900,49,12,90829.0,4,3,37854.0,70,19,1.2099925470761408
950,160,RM,0.0,2665,Pave,None,MeadowV,1976,CemntBd,CmentBd,None,0.0,PConc,616,688,0,1304,0.0,0.0,1,4,8,BuiltIn,Y,141,WD ,115000,30,9,12672.0,3,4,9072.0,24,32,0.9074944103071056
951,70,RM,50.0,5250,Pave,Pave,OldTown,1987,MetalSd,MetalSd,None,0.0,BrkTil,938,1215,205,2358,0.0,0.0,2,8,8,,Y,0,WD ,122000,40,12,7172.0,3,0,0.0,54,136,0.4183131680859127
952,20,RL,70.0,18044,Pave,None,Crawfor,1986,WdShing,Plywood,None,0.0,CBlock,2726,0,0,2726,0.0,0.0,2,6,8,Attchd,Y,216,WD ,315000,40,12,6696.0,4,4,66336.0,64,21,1.2099925470761408
953,60,RL,79.0,9245,Pave,None,CollgCr,2006,VinylSd,VinylSd,None,0.0,PConc,939,858,0,1797,0.0,0.0,2,8,8,Attchd,Y,144,WD ,213500,35,12,67608.0,4,0,23004.0,53,1,1.512490683845176
954,20,RL,60.0,7200,Pave,None,NAmes,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,1040,0,0,1040,0.0,0.0,1,5,8,Detchd,Y,0,WD ,109500,35,9,0.0,3,0,11250.0,0,56,0.9074944103071056
955,20,RM,50.0,6000,Pave,None,OldTown,1950,VinylSd,VinylSd,None,0.0,CBlock,789,0,0,789,0.0,0.0,1,5,8,Detchd,Y,0,WD ,115000,25,9,12941.0,3,0,2250.0,0,60,1.512490683845176
956,120,FV,34.0,3628,Pave,Pave,Somerst,2004,MetalSd,MetalSd,None,0.0,PConc,1143,0,0,1143,0.0,0.0,1,5,8,Attchd,Y,0,WD ,176400,35,12,27432.0,4,4,21168.0,191,2,1.512490683845176
957,20,RL,0.0,9156,Pave,None,NWAmes,1968,BrkFace,BrkFace,None,0.0,CBlock,1489,0,0,1489,0.0,0.0,2,7,8,Attchd,Y,0,WD ,185750,42,9,26802.0,4,4,16632.0,0,41,1.2099925470761408
958,60,RL,73.0,9066,Pave,None,CollgCr,2000,VinylSd,VinylSd,BrkFace,320.0,PConc,1004,848,0,1852,0.0,0.0,2,7,8,Attchd,Y,224,WD ,230000,40,12,36168.0,4,6,53460.0,106,9,1.512490683845176
959,20,RL,64.0,6410,Pave,None,Edwards,1958,WdShing,Wd Shng,None,0.0,CBlock,960,0,0,960,0.0,0.0,1,5,8,,Y,0,WD ,90000,20,9,17280.0,3,0,0.0,0,52,1.512490683845176
961,85,RL,54.0,7244,Pave,None,Mitchel,1970,VinylSd,VinylSd,None,0.0,CBlock,768,0,0,768,1.0,0.0,1,5,8,Detchd,Y,104,WD ,129500,35,12,36107.0,3,0,11232.0,0,37,1.512490683845176
962,20,RL,72.0,10152,Pave,None,NAmes,1994,Wd Sdng,Wd Sdng,None,0.0,CBlock,1124,0,0,1124,1.0,0.0,1,6,8,Attchd,Y,0,WD ,153000,36,9,39674.0,3,3,9531.0,353,50,1.512490683845176
963,160,FV,30.0,3000,Pave,Pave,Somerst,2009,VinylSd,VinylSd,Stone,76.0,PConc,612,612,0,1224,0.0,0.0,2,4,8,Detchd,Y,0,New,173733,30,12,35244.0,4,0,19008.0,234,0,1.512490683845176
964,20,RL,63.0,7500,Pave,None,SawyerW,2007,VinylSd,VinylSd,None,0.0,PConc,1100,0,0,1100,0.0,0.0,1,6,8,,Y,0,New,146000,30,9,26400.0,3,0,0.0,136,1,1.512490683845176
965,50,RL,120.0,17360,Pave,None,NAmes,1950,MetalSd,MetalSd,Stone,340.0,CBlock,1019,537,0,1556,0.0,0.0,2,6,8,Attchd,Y,0,WD ,172500,36,12,12276.0,3,4,8460.0,0,61,0.9074944103071056
966,80,RL,0.0,15957,Pave,None,Mitchel,1977,HdBoard,Plywood,None,0.0,PConc,1356,0,0,1356,2.0,0.0,2,6,8,Attchd,Y,1424,WD ,188000,36,9,71208.0,3,3,28512.0,0,30,0.9074944103071056
967,20,RL,80.0,9600,Pave,None,Veenker,1976,MetalSd,MetalSd,None,0.0,CBlock,1262,0,0,1262,0.0,1.0,2,6,8,Attchd,Y,298,WD ,181500,48,9,79098.0,3,3,16560.0,0,31,1.512490683845176
968,60,RL,43.0,10667,Pave,None,CollgCr,1996,VinylSd,VinylSd,None,0.0,PConc,827,834,0,1661,1.0,0.0,2,6,8,Attchd,Y,158,ConLw,212000,42,12,35314.0,4,3,19800.0,61,13,1.512490683845176
969,60,RL,81.0,10530,Pave,None,NWAmes,1978,Plywood,Plywood,BrkFace,68.0,CBlock,945,912,0,1857,0.0,0.0,2,8,8,Attchd,Y,400,WD ,188900,35,9,17010.0,3,3,17352.0,105,28,0.9074944103071056
970,20,RL,50.0,5000,Pave,None,BrkSide,1950,WdShing,Wd Shng,None,0.0,CBlock,666,0,0,666,0.0,1.0,1,4,8,,N,0,WD ,64500,9,4,4730.0,4,0,0.0,52,61,0.6049962735380704
971,60,RL,0.0,17082,Pave,None,ClearCr,1992,VinylSd,VinylSd,BrkFace,288.0,PConc,1117,864,0,1981,1.0,0.0,2,8,8,Attchd,Y,336,WD ,230000,30,9,50540.0,4,3,28188.0,104,32,1.512490683845176
972,50,RL,74.0,16287,Pave,None,Edwards,1950,VinylSd,VinylSd,None,0.0,CBlock,901,450,0,1351,1.0,0.0,1,7,8,Detchd,N,0,WD ,122000,30,12,15173.0,3,4,10368.0,100,82,0.9074944103071056
973,20,RL,65.0,11050,Pave,None,NAmes,1956,Wd Sdng,Wd Sdng,None,0.0,CBlock,1005,0,0,1005,0.0,0.0,1,6,8,Attchd,Y,0,WD ,133500,25,9,14674.0,3,3,2871.0,288,50,1.512490683845176
974,50,RM,60.0,10440,Pave,Grvl,OldTown,1950,BrkFace,Wd Sdng,None,0.0,BrkTil,1584,1208,0,2792,0.0,0.0,2,8,5,Detchd,Y,0,WD ,256000,42,16,31310.0,3,6,6240.0,1027,88,1.2580581411967482
975,160,RM,41.0,2665,Pave,None,MeadowV,1976,CemntBd,CmentBd,None,0.0,PConc,925,550,0,1475,0.0,0.0,2,6,8,Attchd,Y,92,WD ,129500,35,9,10974.0,3,3,3024.0,26,32,0.9074944103071056
976,20,RL,80.0,10389,Pave,None,CollgCr,2003,CemntBd,CmentBd,BrkFace,320.0,PConc,1978,0,0,1978,1.0,0.0,2,8,8,Attchd,Y,188,WD ,318000,40,12,37380.0,4,4,45900.0,25,7,1.512490683845176
977,20,RL,70.0,9658,Pave,None,NridgHt,2006,VinylSd,VinylSd,Stone,383.0,PConc,1606,0,0,1606,0.0,0.0,2,6,8,Attchd,Y,230,WD ,255900,40,12,38352.0,4,4,47034.0,60,3,1.2099925470761408
978,20,RL,63.0,7500,Pave,None,SawyerW,2004,VinylSd,VinylSd,None,0.0,PConc,1158,0,0,1158,0.0,0.0,1,5,8,,Y,0,WD ,143500,30,9,27792.0,4,0,0.0,50,5,1.512490683845176
979,20,RL,79.0,14122,Pave,None,NridgHt,2006,CemntBd,CmentBd,BrkFace,240.0,PConc,1822,0,0,1822,0.0,0.0,2,8,8,Attchd,Y,0,WD ,259000,40,12,54408.0,5,4,36612.0,119,5,1.512490683845176
980,20,RL,0.0,21000,Pave,None,Crawfor,1953,Wd Sdng,Wd Sdng,BrkFace,184.0,CBlock,2259,0,0,2259,1.0,0.0,2,7,8,Basment,Y,166,COD,217000,30,12,67918.0,4,8,8100.0,120,54,0.9074944103071056
981,50,RL,70.0,8737,Pave,None,BrkSide,1950,BrkFace,Wd Sdng,None,0.0,BrkTil,915,720,0,1635,0.0,0.0,1,6,8,Detchd,Y,0,WD ,210000,42,9,22860.0,3,4,7920.0,182,84,1.512490683845176
982,20,RL,0.0,8750,Pave,None,NAmes,1970,MetalSd,MetalSd,BrkFace,76.0,CBlock,1002,0,0,1002,1.0,0.0,1,5,8,Detchd,Y,0,WD ,148500,30,9,13896.0,3,0,16236.0,0,39,0.9074944103071056
983,60,RL,73.0,8499,Pave,None,Gilbert,2007,VinylSd,VinylSd,None,0.0,PConc,616,796,0,1412,0.0,0.0,2,6,8,BuiltIn,Y,0,New,156932,30,9,14784.0,4,4,23328.0,36,1,1.512490683845176
984,90,RL,72.0,11072,Pave,None,NAmes,1965,HdBoard,HdBoard,None,0.0,CBlock,1728,0,0,1728,0.0,0.0,2,10,8,Detchd,Y,0,WD ,145000,25,9,31104.0,6,0,10368.0,0,43,0.9074944103071056
985,20,RL,64.0,6762,Pave,None,CollgCr,2007,VinylSd,VinylSd,None,0.0,PConc,1290,0,0,1290,1.0,0.0,2,6,8,Attchd,Y,168,WD ,200000,35,12,65244.0,4,4,23832.0,0,2,1.512490683845176
986,20,RL,105.0,15431,Pave,None,NridgHt,2006,VinylSd,VinylSd,BrkFace,400.0,PConc,2046,0,0,2046,1.0,0.0,2,7,8,Attchd,Y,188,WD ,450000,50,15,162060.0,5,8,71118.0,240,2,1.512490683845176
987,160,FV,34.0,3230,Pave,Pave,Somerst,1999,MetalSd,MetalSd,BrkFace,894.0,PConc,742,729,0,1471,0.0,0.0,2,6,8,Detchd,Y,0,WD ,172500,30,9,15210.0,3,0,7920.0,24,10,1.2099925470761408
988,60,RL,90.0,10800,Pave,None,NWAmes,1997,HdBoard,HdBoard,None,0.0,CBlock,1548,1066,0,2614,0.0,0.0,2,9,8,Attchd,Y,38,WD ,240000,42,9,22480.0,3,3,22464.0,243,34,0.9074944103071056
989,60,FV,102.0,11143,Pave,None,Somerst,2005,CemntBd,CmentBd,None,0.0,PConc,1580,886,0,2466,0.0,0.0,3,8,8,Attchd,Y,159,WD ,340000,40,12,37920.0,4,4,21960.0,214,3,1.512490683845176
990,20,RL,73.0,8925,Pave,None,Timber,2007,VinylSd,VinylSd,None,0.0,PConc,1466,0,0,1466,0.0,0.0,2,7,8,Attchd,Y,100,WD ,201000,40,12,105072.0,4,0,49410.0,18,2,1.512490683845176
991,20,RL,120.0,10356,Pave,None,CollgCr,1975,HdBoard,HdBoard,None,0.0,CBlock,969,0,0,969,0.0,0.0,1,5,8,Attchd,Y,0,WD ,122000,30,9,35858.0,3,0,7920.0,0,32,0.9074944103071056
992,20,RL,93.0,12299,Pave,None,NWAmes,1985,Plywood,Plywood,Stone,67.0,CBlock,1664,0,0,1664,1.0,0.0,2,7,8,Attchd,Y,0,WD ,213000,42,9,28728.0,4,3,35802.0,0,29,0.9074944103071056
993,20,RL,90.0,9900,Pave,None,NAmes,1967,BrkComm,Brk Cmn,None,0.0,CBlock,1691,0,0,1691,1.0,0.0,1,5,8,Attchd,Y,0,WD ,175000,30,12,23202.0,3,0,13200.0,67,42,0.9074944103071056
994,20,RL,64.0,6762,Pave,None,CollgCr,2007,VinylSd,VinylSd,BrkFace,108.0,PConc,1208,0,0,1208,1.0,0.0,2,6,8,Attchd,Y,105,New,195400,35,12,25008.0,4,0,22608.0,54,0,1.512490683845176
995,20,RL,75.0,11625,Pave,None,Sawyer,1967,HdBoard,HdBoard,BrkFace,172.0,CBlock,1052,0,0,1052,0.0,0.0,1,6,8,Attchd,Y,0,WD ,113500,30,9,16301.0,3,1,18036.0,215,42,0.9074944103071056
996,50,RL,65.0,6435,Pave,None,BrkSide,1950,MetalSd,MetalSd,None,0.0,BrkTil,972,605,0,1577,0.0,0.0,1,6,8,Detchd,Y,0,WD ,140200,30,9,17496.0,2,4,2808.0,0,67,1.2099925470761408
997,20,RL,65.0,8450,Pave,None,Sawyer,1968,Plywood,Plywood,BrkFace,90.0,CBlock,909,0,0,909,0.0,0.0,1,5,8,Attchd,Y,0,COD,116000,30,9,13446.0,3,0,2646.0,155,38,0.9074944103071056
