,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
910,160,8,21.0,1680,1,0,3,1,1,1,1,3,3,3,4,4,6,8,1972,2007,2,1,7,7,2,510.0,3,3,2,3,3,1,5,162.0,1,0.0,321.0,483.0,1,4,1,5,483,504,0,987,0.0,0.0,1,1,2,1,4,5,8,0,0,6.0,1972.0,1,1.0,264.0,3,3,3,250,0,0,0,0,0,0,0,5,2009,WD ,118000
911,20,6,69.0,7599,1,0,3,1,1,2,1,15,3,3,1,1,4,6,1982,2006,2,1,7,10,3,0.0,3,3,2,3,3,1,5,565.0,1,0.0,280.0,845.0,1,3,1,5,845,0,0,845,1.0,0.0,1,0,2,1,3,4,8,0,0,6.0,1987.0,1,2.0,360.0,3,3,3,0,0,0,0,0,0,0,0,6,2007,WD ,129500
912,50,6,55.0,7264,1,0,3,1,1,1,1,4,3,3,1,2,7,7,1925,2007,2,1,14,14,3,0.0,4,4,1,3,3,1,1,0.0,1,0.0,952.0,952.0,2,4,0,5,952,596,0,1548,0.0,0.0,2,1,3,1,5,5,8,0,0,6.0,1978.0,1,2.0,672.0,3,3,3,74,0,0,0,144,0,0,0,10,2009,WD ,205000
914,20,6,91.0,11825,1,0,3,1,1,1,1,19,3,3,1,1,8,5,2006,2007,2,1,6,6,4,302.0,4,3,3,5,3,2,1,0.0,1,0.0,1694.0,1694.0,1,5,1,5,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,8,1,4,2.0,2006.0,2,3.0,856.0,3,3,3,0,112,0,0,0,0,0,0,6,2007,New,322400
915,20,6,85.0,10200,1,0,3,1,1,1,1,6,3,3,1,1,8,5,2007,2007,2,1,13,13,2,180.0,4,3,3,4,3,3,6,1478.0,1,0.0,100.0,1578.0,1,5,1,5,1602,0,0,1602,1.0,0.0,2,0,3,1,4,7,8,1,4,2.0,2007.0,2,3.0,810.0,3,3,3,0,48,0,0,195,0,0,0,1,2009,WD ,293200
916,120,6,63.0,8849,1,0,2,1,1,1,1,19,3,3,5,1,9,5,2005,2005,4,1,9,9,2,616.0,5,3,3,5,3,1,6,28.0,1,0.0,1656.0,1684.0,1,5,1,5,1684,0,0,1684,0.0,0.0,2,0,2,1,5,6,8,1,5,2.0,2005.0,2,2.0,564.0,3,3,3,495,72,0,0,0,0,0,0,7,2008,WD ,266000
917,60,6,70.0,11184,1,0,3,1,1,1,1,23,3,3,1,4,6,5,1978,1978,4,1,7,7,2,92.0,3,3,2,3,3,1,2,226.0,3,500.0,192.0,918.0,1,4,1,5,918,765,0,1683,0.0,0.0,2,1,3,1,3,7,8,1,3,2.0,1978.0,2,2.0,440.0,3,3,3,243,0,0,0,0,0,0,0,7,2009,WD ,172500
918,50,8,98.0,8820,1,0,3,1,1,2,1,21,3,3,1,2,5,6,1890,1996,4,1,13,13,3,0.0,3,3,1,3,3,1,2,1088.0,1,0.0,0.0,1088.0,1,3,1,5,1188,561,120,1869,0.0,0.0,1,0,2,1,3,7,8,0,0,6.0,1963.0,1,2.0,456.0,3,3,3,48,0,244,0,0,1,0,0,9,2009,WD ,124900
919,30,6,0.0,6615,1,0,3,1,1,1,1,4,3,3,1,1,6,6,1923,1950,2,1,9,9,3,0.0,3,3,1,3,3,1,1,0.0,1,0.0,1022.0,1022.0,1,3,0,4,1432,0,0,1432,0.0,0.0,1,0,3,1,4,6,8,1,4,4.0,1923.0,1,1.0,216.0,2,3,3,266,61,0,0,0,2,0,0,9,2009,WD ,149000
920,20,6,65.0,8773,1,0,3,1,1,4,1,6,3,3,1,1,7,5,2004,2004,2,1,13,13,2,98.0,4,3,3,4,3,3,6,24.0,1,0.0,1390.0,1414.0,1,5,1,5,1414,0,0,1414,0.0,0.0,2,0,3,1,4,6,8,0,0,2.0,2004.0,2,2.0,494.0,3,3,3,132,105,0,0,0,0,0,0,5,2010,WD ,185500
921,20,6,0.0,11088,1,0,3,1,1,2,1,6,3,3,1,1,8,5,2002,2002,4,1,12,12,3,0.0,4,3,3,4,3,1,6,872.0,1,0.0,476.0,1348.0,1,5,1,5,1358,0,0,1358,1.0,0.0,1,1,1,1,4,5,8,1,3,2.0,2002.0,1,2.0,418.0,3,3,3,68,166,0,0,0,0,0,0,6,2006,WD ,220000
922,20,6,76.0,9158,1,0,3,1,1,1,1,25,3,3,1,1,8,5,2007,2007,2,1,6,6,4,140.0,4,3,3,4,3,3,1,0.0,1,0.0,1496.0,1496.0,1,5,1,5,1496,0,0,1496,0.0,0.0,2,0,3,1,4,7,8,0,0,2.0,2007.0,3,2.0,474.0,3,3,3,168,130,0,0,0,0,0,0,6,2007,New,225000
923,20,6,57.0,8280,1,0,2,1,1,1,1,16,3,3,1,1,6,5,1950,1950,2,1,4,4,3,0.0,3,3,2,3,3,1,1,0.0,1,0.0,932.0,932.0,1,5,1,4,932,0,0,932,0.0,0.0,1,0,2,1,4,4,8,1,4,2.0,1950.0,1,1.0,306.0,3,3,3,0,0,214,0,0,4,0,0,11,2007,WD ,124000
924,90,6,60.0,8544,1,0,3,1,1,2,1,16,3,3,3,1,3,4,1950,1950,2,1,4,4,3,0.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,5,2,0,4,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,8,0,0,6.0,1987.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,0,6,2009,WD ,92900
925,30,8,50.0,8635,1,0,3,1,1,1,1,4,3,3,1,1,5,5,1925,1950,4,1,14,14,3,0.0,3,2,1,3,3,1,2,134.0,1,0.0,938.0,1072.0,1,3,1,5,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,8,0,0,6.0,1982.0,1,5.0,1184.0,2,3,2,0,0,105,0,0,0,0,0,8,2009,WD ,126500
926,20,6,0.0,12735,1,0,2,1,1,4,1,16,3,3,1,1,4,5,1972,1972,4,1,9,9,3,0.0,3,3,2,3,3,1,4,600.0,1,0.0,264.0,864.0,1,3,1,5,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,0,0,6.0,1980.0,1,2.0,576.0,3,3,3,216,0,0,0,0,1,0,0,4,2008,COD,111250
927,60,6,0.0,11000,1,0,3,1,1,4,1,17,3,3,1,4,8,5,2000,2000,2,1,13,13,2,72.0,4,3,3,4,3,1,1,0.0,1,0.0,969.0,969.0,1,5,1,5,997,1288,0,2285,0.0,0.0,2,1,4,1,4,8,8,1,3,4.0,2000.0,3,3.0,648.0,3,3,3,0,56,0,0,0,0,0,0,6,2007,WD ,248000
928,20,6,69.0,7590,1,0,3,1,1,1,1,16,5,3,1,1,5,5,1963,1963,2,1,14,14,3,0.0,3,3,2,3,3,1,1,0.0,1,0.0,1117.0,1117.0,1,5,1,5,1117,0,0,1117,0.0,0.0,1,0,3,1,3,6,8,0,0,2.0,1963.0,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,0,5,2008,COD,136870
929,120,8,37.0,4435,1,0,3,1,1,1,1,6,3,3,5,1,6,5,2003,2003,2,1,13,13,2,170.0,4,3,3,4,3,3,6,717.0,1,0.0,131.0,848.0,1,5,1,5,848,0,0,848,1.0,0.0,1,0,1,1,4,4,8,0,0,2.0,2003.0,3,2.0,420.0,3,3,3,140,0,0,0,0,0,0,0,4,2006,WD ,133000
930,20,6,72.0,10152,1,0,3,1,1,1,1,16,3,3,1,1,5,5,1956,1956,4,1,9,9,2,120.0,3,3,2,3,3,1,4,586.0,1,0.0,462.0,1048.0,1,3,1,5,1048,0,0,1048,1.0,0.0,1,0,3,1,3,6,8,0,0,2.0,1956.0,1,1.0,286.0,3,3,3,0,20,0,0,192,0,0,0,6,2007,WD ,135000
931,20,6,68.0,10295,1,0,3,1,1,4,1,16,3,3,1,1,4,6,1969,1969,2,1,7,7,2,72.0,3,3,2,4,3,2,3,252.0,1,0.0,684.0,936.0,1,3,1,5,936,0,0,936,0.0,0.0,1,0,2,1,3,4,8,0,0,2.0,1969.0,1,1.0,288.0,3,3,3,16,0,0,0,0,0,0,0,9,2008,COD,111900
932,20,6,70.0,7763,1,0,3,1,1,1,1,16,3,3,1,1,5,7,1962,1980,2,1,9,9,3,0.0,3,4,2,3,3,1,3,504.0,4,108.0,319.0,931.0,1,3,1,5,1283,0,0,1283,1.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1980.0,1,2.0,506.0,3,3,3,0,0,0,0,0,0,0,0,10,2008,WD ,140000
933,50,6,80.0,17120,1,0,3,1,1,1,1,5,2,3,1,2,4,4,1959,1959,2,1,15,10,3,0.0,3,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,5,1120,468,0,1588,0.0,0.0,2,0,4,1,3,7,6,1,4,6.0,1991.0,3,2.0,680.0,3,3,1,0,59,0,0,0,0,0,0,7,2008,WD ,134432
934,20,6,81.0,13870,1,0,2,3,1,1,1,26,4,4,1,1,10,5,2006,2007,4,1,6,6,2,250.0,5,3,3,5,3,4,6,1152.0,1,0.0,590.0,1742.0,1,5,1,5,2042,0,0,2042,1.0,0.0,2,0,3,1,5,8,8,1,4,2.0,2007.0,3,3.0,724.0,3,3,3,240,52,0,0,174,0,0,0,10,2007,New,455000
935,60,6,92.0,10120,1,0,3,1,1,1,1,17,3,3,1,4,8,5,1994,1994,4,1,13,13,2,391.0,4,3,3,4,3,1,6,740.0,1,0.0,425.0,1165.0,1,5,1,5,1203,1323,0,2526,1.0,0.0,2,1,4,1,4,8,8,1,3,2.0,1994.0,2,3.0,844.0,3,3,3,309,78,0,0,0,0,0,0,12,2006,WD ,290000
936,60,6,47.0,10820,1,0,1,1,1,3,1,6,3,3,1,4,7,5,1999,1999,2,1,13,13,3,0.0,4,3,3,4,3,4,6,342.0,1,0.0,646.0,988.0,1,5,1,5,988,885,0,1873,0.0,0.0,2,1,3,1,4,7,8,1,3,2.0,1999.0,2,2.0,597.0,3,3,3,202,123,0,0,0,0,0,0,3,2007,WD ,235500
937,50,8,60.0,9600,1,2,3,1,1,1,1,21,3,3,1,2,6,8,1900,2004,2,1,14,14,3,0.0,3,3,1,3,3,1,3,381.0,1,0.0,399.0,780.0,1,5,1,5,940,476,0,1416,0.0,1.0,1,0,3,1,4,7,8,0,0,6.0,1956.0,1,2.0,400.0,3,3,3,0,24,0,0,0,0,0,0,6,2006,WD ,156500
938,60,6,0.0,8121,1,0,2,1,1,1,1,9,3,3,1,4,6,5,2000,2000,2,1,13,13,3,0.0,3,3,3,4,3,1,1,0.0,1,0.0,953.0,953.0,1,5,1,5,953,711,0,1664,0.0,0.0,2,1,3,1,3,7,8,1,3,2.0,2000.0,2,2.0,460.0,3,3,3,100,40,0,0,0,0,0,0,1,2006,WD ,172400
940,20,6,121.0,13758,1,0,2,1,1,1,1,19,3,3,1,1,9,5,2005,2006,2,1,13,13,2,430.0,5,3,3,5,3,4,6,1232.0,1,0.0,560.0,1792.0,1,5,1,5,1792,0,0,1792,1.0,0.0,2,0,2,1,4,6,8,1,4,2.0,2005.0,2,3.0,925.0,3,3,3,204,49,0,0,0,0,0,0,3,2006,New,372397
941,60,6,0.0,9771,1,0,0,1,1,2,1,24,3,3,1,4,6,5,1995,2002,2,1,7,7,2,190.0,4,3,3,4,3,1,2,779.0,1,0.0,298.0,1077.0,1,5,1,5,1093,1721,0,2814,0.0,1.0,2,1,4,1,4,9,8,1,3,4.0,1995.0,3,2.0,614.0,3,3,3,48,32,0,0,216,4,0,0,6,2008,WD ,260000
942,30,8,50.0,9000,1,0,3,1,1,1,1,12,3,3,1,1,5,4,1919,1950,2,1,14,14,3,0.0,3,3,1,3,3,1,1,0.0,1,0.0,610.0,610.0,1,5,0,4,819,0,0,819,0.0,0.0,1,0,2,1,4,4,8,0,0,7.0,None,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,9,2006,WD ,72000
943,190,8,60.0,10320,1,2,3,1,1,1,1,12,3,3,2,4,3,3,1915,1950,2,1,2,2,3,0.0,2,2,3,3,2,1,1,0.0,1,0.0,536.0,536.0,1,5,0,3,808,536,0,1344,0.0,0.0,2,0,3,2,3,8,8,0,0,7.0,None,0,0.0,0.0,0,0,1,42,0,204,0,0,0,0,0,5,2008,WD ,82375
944,80,6,0.0,10448,1,0,2,1,1,2,1,20,3,3,1,8,6,6,1972,1972,2,1,7,7,2,333.0,3,3,2,3,3,1,1,0.0,1,0.0,689.0,689.0,1,3,1,5,1378,741,0,2119,0.0,0.0,2,1,3,1,3,7,8,1,3,2.0,1972.0,2,2.0,583.0,3,3,3,0,104,0,0,0,4,0,0,8,2009,COD,158000
945,50,8,50.0,8635,1,0,3,1,1,1,1,4,3,3,1,2,5,5,1948,2001,2,1,14,14,3,0.0,3,3,2,3,3,1,4,336.0,6,41.0,295.0,672.0,1,3,1,5,1072,213,0,1285,1.0,0.0,1,0,2,1,3,6,7,0,0,6.0,1948.0,1,1.0,240.0,3,3,3,0,0,0,0,0,3,0,0,1,2008,WD ,127000
946,20,6,83.0,11980,1,0,3,4,1,1,2,24,3,3,1,1,7,5,1987,1987,2,1,10,10,2,177.0,4,3,2,4,3,4,6,1433.0,1,0.0,0.0,1433.0,1,5,1,5,1433,0,0,1433,1.0,0.0,1,1,1,1,4,4,8,2,3,2.0,1987.0,2,2.0,528.0,4,4,3,0,278,0,0,266,3,0,0,6,2010,WD ,270000
947,50,6,79.0,12327,1,0,2,4,1,1,2,24,3,3,1,2,8,8,1983,2009,2,1,14,14,3,0.0,4,3,2,4,3,4,6,1441.0,1,0.0,55.0,1496.0,1,5,1,5,1496,636,0,2132,1.0,0.0,1,1,1,1,4,5,6,1,4,4.0,1983.0,3,2.0,612.0,4,3,3,349,40,0,0,0,0,0,0,9,2009,WD ,316600
948,80,6,124.0,11512,1,0,2,1,1,2,1,8,3,3,1,8,6,7,1959,2006,2,1,10,10,2,84.0,3,3,2,3,3,3,5,719.0,1,0.0,300.0,1019.0,1,4,1,5,1357,0,0,1357,1.0,0.0,1,0,2,1,5,5,8,1,4,3.0,1959.0,2,1.0,312.0,3,3,3,0,0,0,0,163,4,0,0,5,2008,WD ,177000
949,20,6,90.0,14684,1,0,2,1,1,3,1,24,3,3,1,1,7,7,1990,1991,4,1,7,7,2,234.0,4,3,2,4,3,2,5,485.0,4,177.0,1496.0,2158.0,1,4,1,5,2196,0,0,2196,0.0,0.0,2,0,3,1,4,7,8,1,3,2.0,1990.0,2,3.0,701.0,3,3,3,84,70,0,0,0,0,0,0,6,2009,WD ,271900
950,160,8,0.0,2665,1,0,3,1,1,1,1,14,3,3,5,4,5,6,1976,1976,2,1,6,6,3,0.0,3,3,3,4,3,2,1,0.0,1,0.0,264.0,264.0,1,3,1,5,616,688,0,1304,0.0,0.0,1,1,3,1,3,4,8,1,4,4.0,1976.0,3,1.0,336.0,3,3,3,141,24,0,0,0,0,0,0,6,2008,WD ,115000
951,70,8,50.0,5250,1,1,3,1,1,1,1,21,3,3,1,4,8,5,1872,1987,2,1,9,9,3,0.0,3,4,1,3,2,1,2,259.0,1,0.0,425.0,684.0,4,2,0,5,938,1215,205,2358,0.0,0.0,2,0,4,1,3,8,8,0,0,7.0,None,0,0.0,0.0,0,0,3,0,54,20,0,0,0,0,0,12,2008,WD ,122000
952,20,6,70.0,18044,1,0,2,3,1,3,1,7,3,3,1,1,8,5,1986,1986,2,1,15,10,3,0.0,4,3,2,4,3,1,1,0.0,1,0.0,279.0,279.0,1,4,1,5,2726,0,0,2726,0.0,0.0,2,1,2,1,4,6,8,1,4,2.0,1986.0,3,2.0,691.0,4,4,3,216,64,169,0,0,0,0,0,8,2007,WD ,315000
953,60,6,79.0,9245,1,0,2,1,1,1,1,6,3,3,1,4,7,5,2006,2006,2,1,13,13,3,0.0,4,3,3,4,3,3,1,0.0,1,0.0,939.0,939.0,1,5,1,5,939,858,0,1797,0.0,0.0,2,1,3,1,4,8,8,0,0,2.0,2006.0,2,2.0,639.0,3,3,3,144,53,0,0,0,0,0,0,4,2007,WD ,213500
954,20,6,60.0,7200,1,0,3,1,1,1,1,16,3,3,1,1,5,7,1950,1950,4,1,14,14,3,0.0,3,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,3,1040,0,0,1040,0.0,0.0,1,0,2,1,3,5,8,0,0,6.0,1950.0,1,2.0,625.0,3,3,3,0,0,0,0,0,0,0,0,6,2006,WD ,109500
955,20,8,50.0,6000,1,0,3,1,1,1,1,21,3,3,1,1,5,5,1948,1950,2,1,13,13,3,0.0,3,3,2,3,3,1,5,104.0,4,169.0,516.0,789.0,1,5,1,5,789,0,0,789,0.0,0.0,1,0,2,1,3,5,8,0,0,6.0,1948.0,1,1.0,250.0,3,3,3,0,0,0,0,0,0,0,0,4,2008,WD ,115000
956,120,3,34.0,3628,1,1,3,1,1,1,1,25,3,3,5,1,7,5,2004,2004,2,1,9,9,3,0.0,4,3,3,4,3,1,1,0.0,1,0.0,1143.0,1143.0,1,5,1,5,1143,0,0,1143,0.0,0.0,1,1,1,1,4,5,8,1,4,2.0,2004.0,2,2.0,588.0,3,3,3,0,191,0,0,0,0,0,0,5,2006,WD ,176400
957,20,6,0.0,9156,1,0,2,1,1,1,1,20,5,3,1,1,6,7,1968,1968,4,1,4,4,3,0.0,3,3,2,3,3,1,1,0.0,1,0.0,1489.0,1489.0,1,4,1,5,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,8,1,4,2.0,1968.0,2,2.0,462.0,3,3,3,0,0,0,0,0,0,0,0,8,2009,WD ,185750
958,60,6,73.0,9066,1,0,2,1,1,1,1,6,3,3,1,4,8,5,1999,2000,2,1,13,13,2,320.0,4,3,3,4,3,2,6,668.0,1,0.0,336.0,1004.0,1,5,1,5,1004,848,0,1852,0.0,0.0,2,1,3,1,4,7,8,2,3,2.0,1999.0,3,3.0,660.0,3,3,3,224,106,0,0,0,4,0,0,12,2008,WD ,230000
959,20,6,64.0,6410,1,0,3,3,1,1,1,8,3,3,1,1,4,5,1958,1958,4,1,15,15,3,0.0,3,3,2,3,3,1,1,0.0,1,0.0,960.0,960.0,1,5,1,5,960,0,0,960,0.0,0.0,1,0,3,1,3,5,8,0,0,7.0,None,0,0.0,0.0,0,0,3,0,0,0,0,0,3,0,0,5,2010,WD ,90000
961,85,6,54.0,7244,1,0,3,1,1,1,1,15,3,3,1,7,5,7,1970,1970,2,1,13,13,3,0.0,3,4,2,4,3,3,5,619.0,1,0.0,149.0,768.0,1,5,1,5,768,0,0,768,1.0,0.0,1,0,2,1,3,5,8,0,0,6.0,1987.0,1,2.0,624.0,3,3,3,104,0,0,0,0,0,0,0,4,2007,WD ,129500
962,20,6,72.0,10152,1,0,3,1,1,1,1,16,3,3,1,1,6,6,1956,1994,2,1,14,14,3,0.0,3,3,2,3,3,3,4,914.0,1,0.0,210.0,1124.0,1,5,1,5,1124,0,0,1124,1.0,0.0,1,0,3,1,3,6,8,1,3,2.0,1956.0,3,1.0,353.0,3,3,3,0,211,180,0,142,0,0,0,5,2006,WD ,153000
963,160,3,30.0,3000,1,1,3,1,1,1,1,25,3,3,5,4,6,5,2009,2009,2,1,13,13,4,76.0,4,3,3,4,3,3,6,294.0,1,0.0,318.0,612.0,1,5,1,5,612,612,0,1224,0.0,0.0,2,1,2,1,4,4,8,0,0,6.0,2009.0,2,2.0,528.0,3,3,3,0,234,0,0,0,0,0,0,6,2009,New,173733
964,20,6,63.0,7500,1,0,3,1,1,1,1,24,3,3,1,1,6,5,2006,2007,2,1,13,13,3,0.0,3,3,3,4,3,1,1,0.0,1,0.0,1100.0,1100.0,1,5,1,5,1100,0,0,1100,0.0,0.0,1,1,3,1,3,6,8,0,0,7.0,None,0,0.0,0.0,0,0,3,0,136,0,0,0,0,0,0,6,2007,New,146000
965,50,6,120.0,17360,1,0,3,1,1,2,1,16,1,3,1,2,6,6,1949,1950,2,1,9,9,4,340.0,3,4,2,3,3,1,3,300.0,1,0.0,482.0,782.0,1,3,1,5,1019,537,0,1556,0.0,0.0,2,0,3,1,3,6,8,1,4,2.0,1949.0,1,2.0,470.0,3,3,3,0,0,150,0,0,0,0,0,1,2010,WD ,172500
966,80,6,0.0,15957,1,0,2,4,1,2,2,15,3,3,1,8,6,6,1977,1977,2,1,7,10,3,0.0,3,3,3,4,3,4,6,1148.0,1,0.0,96.0,1244.0,1,3,1,5,1356,0,0,1356,2.0,0.0,2,0,3,1,3,6,8,1,3,2.0,1977.0,3,2.0,528.0,3,3,3,1424,0,0,0,0,3,0,0,9,2007,WD ,188000
967,20,6,80.0,9600,1,0,3,1,1,4,1,28,2,3,1,1,6,8,1976,1976,2,1,9,9,3,0.0,3,3,2,4,3,4,5,978.0,1,0.0,284.0,1262.0,1,5,1,5,1262,0,0,1262,0.0,1.0,2,0,3,1,3,6,8,1,3,2.0,1976.0,2,2.0,460.0,3,3,3,298,0,0,0,0,0,0,0,5,2007,WD ,181500
968,60,6,43.0,10667,1,0,1,1,1,3,1,6,5,3,1,4,7,6,1996,1996,2,1,13,13,3,0.0,4,3,3,4,3,3,6,385.0,5,344.0,70.0,799.0,1,5,1,5,827,834,0,1661,1.0,0.0,2,1,3,1,4,6,8,1,3,2.0,1996.0,2,2.0,550.0,3,3,3,158,61,0,0,0,0,0,0,4,2009,ConLw,212000
969,60,6,81.0,10530,1,0,3,1,1,1,1,20,4,3,1,4,7,5,1978,1978,2,1,10,10,2,68.0,3,3,2,3,3,1,1,0.0,1,0.0,945.0,945.0,1,3,1,5,945,912,0,1857,0.0,0.0,2,1,4,1,3,8,8,1,3,2.0,1978.0,2,2.0,482.0,3,3,3,400,105,0,0,0,4,0,0,7,2006,WD ,188900
970,20,6,50.0,5000,1,0,3,1,1,1,1,4,3,3,1,1,3,3,1946,1950,2,1,15,15,3,0.0,2,2,2,2,2,1,2,299.0,1,0.0,367.0,666.0,1,2,0,5,666,0,0,666,0.0,1.0,1,0,2,1,4,4,8,0,0,7.0,None,0,0.0,0.0,0,0,1,0,52,0,0,0,3,0,0,4,2007,WD ,64500
971,60,6,0.0,17082,1,0,2,4,1,3,2,5,3,3,1,4,6,5,1978,1992,2,1,13,13,2,288.0,3,3,3,4,3,3,5,964.0,1,0.0,153.0,1117.0,1,5,1,5,1117,864,0,1981,1.0,0.0,2,1,4,1,4,8,8,1,3,2.0,1978.0,3,2.0,522.0,3,3,3,336,104,0,0,0,0,0,0,5,2010,WD ,230000
972,50,6,74.0,16287,1,0,3,1,1,1,1,8,3,3,1,2,5,6,1925,1950,2,1,13,13,3,0.0,3,4,2,3,3,1,5,130.0,4,105.0,666.0,901.0,1,3,1,5,901,450,0,1351,1.0,0.0,1,0,3,1,3,7,8,1,4,6.0,1975.0,1,2.0,576.0,3,3,1,0,0,43,0,100,0,0,0,7,2007,WD ,122000
973,20,6,65.0,11050,1,0,3,1,1,1,1,16,3,3,1,1,5,5,1956,1956,4,1,14,14,3,0.0,3,3,2,3,3,1,2,488.0,1,0.0,517.0,1005.0,1,5,1,5,1005,0,0,1005,0.0,0.0,1,0,2,1,3,6,8,1,3,2.0,1956.0,1,1.0,319.0,3,3,3,0,0,0,0,288,0,0,0,7,2006,WD ,133500
974,50,8,60.0,10440,1,2,3,1,1,2,1,21,3,3,1,2,6,7,1920,1950,2,1,4,14,3,0.0,4,4,1,4,3,1,2,493.0,1,0.0,1017.0,1510.0,2,5,1,5,1584,1208,0,2792,0.0,0.0,2,0,5,1,3,8,5,2,3,6.0,1920.0,1,2.0,520.0,2,3,3,0,547,0,0,480,3,2,1150,6,2008,WD ,256000
975,160,8,41.0,2665,1,0,3,1,1,1,1,14,3,3,5,4,5,7,1976,1976,2,1,6,6,3,0.0,3,3,3,4,3,1,5,318.0,1,0.0,232.0,550.0,1,3,1,5,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,8,1,3,2.0,1976.0,1,1.0,336.0,3,3,3,92,26,0,0,0,0,0,0,5,2008,WD ,129500
976,20,6,80.0,10389,1,0,3,1,1,1,1,6,3,3,1,1,8,5,2003,2003,4,1,6,6,2,320.0,4,3,3,4,3,1,6,1682.0,1,0.0,296.0,1978.0,1,5,1,5,1978,0,0,1978,1.0,0.0,2,1,3,1,4,8,8,1,4,2.0,2003.0,2,3.0,850.0,3,3,3,188,25,0,0,0,0,0,0,5,2010,WD ,318000
977,20,6,70.0,9658,1,0,2,1,1,1,1,19,3,3,1,1,8,5,2006,2006,2,1,13,13,4,383.0,4,3,3,4,3,1,1,0.0,1,0.0,1598.0,1598.0,1,4,1,5,1606,0,0,1606,0.0,0.0,2,0,3,1,4,6,8,1,4,2.0,2006.0,2,3.0,871.0,3,3,3,230,60,0,0,0,0,0,0,7,2009,WD ,255900
978,20,6,63.0,7500,1,0,3,1,1,1,1,24,3,3,1,1,6,5,2004,2004,2,1,13,13,3,0.0,3,3,3,4,3,1,1,0.0,1,0.0,1158.0,1158.0,1,5,1,5,1158,0,0,1158,0.0,0.0,1,1,3,1,4,5,8,0,0,7.0,None,0,0.0,0.0,0,0,3,0,50,0,0,0,0,0,0,8,2009,WD ,143500
979,20,6,79.0,14122,1,0,2,1,1,1,1,19,3,3,1,1,8,5,2005,2006,4,1,6,6,2,240.0,4,3,3,5,3,1,6,28.0,1,0.0,1794.0,1822.0,1,5,1,5,1822,0,0,1822,0.0,0.0,2,0,3,1,5,8,8,1,4,2.0,2005.0,2,3.0,678.0,3,3,3,0,119,0,0,0,0,0,0,2,2010,WD ,259000
980,20,6,0.0,21000,1,0,3,2,1,2,1,7,3,3,1,1,6,5,1953,1953,4,1,14,14,2,184.0,3,4,2,4,3,2,5,35.0,3,869.0,905.0,1809.0,1,3,1,5,2259,0,0,2259,1.0,0.0,2,0,3,1,4,7,8,2,4,3.0,1953.0,1,2.0,450.0,3,3,3,166,120,192,0,0,3,0,0,10,2007,COD,217000
981,50,6,70.0,8737,1,0,2,2,1,1,1,4,3,3,1,2,6,7,1923,1950,2,1,4,14,3,0.0,3,3,1,4,3,1,3,300.0,1,0.0,765.0,1065.0,1,5,1,4,915,720,0,1635,0.0,0.0,1,1,3,1,3,6,8,1,4,6.0,1950.0,1,2.0,440.0,3,3,3,0,38,0,144,0,0,0,0,5,2007,WD ,210000
982,20,6,0.0,8750,1,0,2,1,1,1,1,16,3,3,1,1,5,6,1970,1970,2,1,9,9,2,76.0,3,3,2,3,3,1,4,828.0,1,0.0,174.0,1002.0,1,3,1,5,1002,0,0,1002,1.0,0.0,1,0,3,1,3,5,8,0,0,6.0,1973.0,1,2.0,902.0,3,3,3,0,0,0,0,0,3,0,0,8,2009,WD ,148500
